,link,text,user,likes,quotes,retweets,comments
22,https://twitter.com/MrBeast/status/1781774610100367830#m,People want more storytelling in YouTube content and not just ADHD fast paced videos. Which is why my new video is over 40 minutes and has the most depth of any of our videos! My goal is to show it works so more creators switch over ❤️🫡,MrBeast,93529,597,3681,4683
23,https://twitter.com/MrBeast/status/1781724562503148023#m,This is what it looks like behind the scenes when we have 100 contestants and 300 cameras haha,MrBeast,64908,349,3444,2951
24,https://twitter.com/MrBeast/status/1781094859132289464#m,I attempted to survive 7 days in an abandoned city... can't believe places like this exist,MrBeast,139341,1389,9323,6327
25,https://twitter.com/MrBeast/status/1779586572775518446#m,Little kid me (back then I’d destroy any of you at building giant lego towers),MrBeast,59518,159,2125,3965
26,https://twitter.com/MrBeast/status/1776732112013463825#m,"I built 100 wells in Africa to provide clean drinking water for up to 500,000 people! This is one of my favorite videos I’ve ever made 🥰 (all ad rev will go towards getting people in need water)",MrBeast,347508,3861,34718,14622
27,https://twitter.com/MrBeast/status/1776305230419783976#m,So far it’s been around a million in ad revenue. I’m just adding it to my video budgets so now I can spend more on content lol,MrBeast,34639,130,885,1765
28,https://twitter.com/MrBeast/status/1776304786784100447#m,Posting videos on X has been awesome so far 🥰,MrBeast,66699,269,2843,3800
29,https://twitter.com/MrBeast/status/1774848404272677167#m,I’m quitting YouTube,MrBeast,218259,2935,9272,34016
30,https://twitter.com/MrBeast/status/1774533584654684671#m,"Every time I send out a shipment of Feastables  they sell out. I’m trying to get it where you all can actually try it, sorry for taking so long 🙃",MrBeast,29801,151,1297,3797
31,https://twitter.com/MrBeast/status/1774114267261767898#m,Let me know if you like the editing style of the new video! It’s slower and especially toward the end shows more depth of what we’re experiencing than I used to show. I think we’re on to something :),MrBeast,41226,98,1485,3526
32,https://twitter.com/MrBeast/status/1772614245957480498#m,"I was just looking over all the Beast Philanthropy videos and the impact so far is insane! We’ve also given 20,000,000 meals to people in need (avg around 2M meals a month now🥰)  I want to give praise to my partner Darren, he’s the maniac that doesn’t sleep, most selfless person…",MrBeast,61460,270,3985,5545
33,https://twitter.com/MrBeast/status/1771572238476529776#m,"I’ve been wanting to make some more chill content with the squad, just uploaded a test video on MrBeast 2! Let me know what you think ❤️  https://tube.habedieeh.re/YrVVXFMgXrw?si=6E8BQ3v4lJz366fp",MrBeast,20599,99,1416,3538
34,https://twitter.com/MrBeast/status/1771306955031859405#m,"I bought a grocery store and gave someone $10,000 every day he survived inside! How long would you have stayed?",MrBeast,187115,3820,12743,18820
35,https://twitter.com/MrBeast/status/1770999823031820373#m,What’s your favorite chocolate snack that’s not Feastables? Want to study what’s out there ❤️,MrBeast,68869,588,2225,24467
36,https://twitter.com/MrBeast/status/1769742320809758892#m,If you want to know more I just did a podcast to talk about it :)  https://tube.habedieeh.re/4FRYox-sPP8?si=wSpZiVNkp865at0h,MrBeast,11346,30,759,1003
37,https://twitter.com/MrBeast/status/1769741243339141413#m,"Big news gamers I’m going to be filming the largest game show in history and releasing it on Prime Video! Over 1,000 contestants, $5,000,000 prize, and many other world records.. I’ll reveal more later this year but let’s just say, it’s gonna be an insane show :D",MrBeast,147384,769,8010,11341
38,https://twitter.com/MrBeast/status/1769031611738149081#m,"I gave someone a Lamborghini but they had to catch it from a 100 foot drop, stop a train from hitting it, protect it from navy seals, etc   You def want to watch this one",MrBeast,79272,333,3349,5960
39,https://twitter.com/MrBeast/status/1768432861009555903#m,Now if you want to mortgage your home and bet your net worth on black in roulette… that I support,MrBeast,50579,192,1671,2522
40,https://twitter.com/MrBeast/status/1768431267505213672#m,"It’s painful to see people quit their job/drop out of school to make content full time before they’re ready. For every person like me that makes it, thousands don’t. Keep that in mind and be smart plz",MrBeast,205398,1173,11547,5889
41,https://twitter.com/MrBeast/status/1767938191888183767#m,"Fun fact, the stores on the border sold out first. People would buy every bar in every Walmart/Target in a city and then drive into Mexico or Canada and resell them 😅  Once I catch up to USA demand I’ll prio launching Mexico/Canada so they stop draining stores here",MrBeast,21517,98,654,1428
42,https://twitter.com/MrBeast/status/1767937685555941574#m,Feastables is basically sold out at the moment (around 20% of stores still have some) I’m doing everything I can to get some more chocolate factories up and running! Sorry for not being able to buy it right now :/,MrBeast,52206,221,1869,3649
43,https://twitter.com/MrBeast/status/1765656431959605516#m,"Wow, we’re still filming this and my god this might be the greatest video ever uploaded to YouTube.. we went all out on this one",MrBeast,34364,108,882,2218
44,https://twitter.com/MrBeast/status/1765124049976299727#m,"I just realized we have 300+ cameras recording for this video we’re filming, I think that might be a world record lol",MrBeast,105369,302,3280,5600
45,https://twitter.com/MrBeast/status/1764717181055508590#m,"YouTube sent us this 200,000,000 subscriber award 🥰",MrBeast,449872,2513,18477,16835
46,https://twitter.com/MrBeast/status/1764293361437909406#m,"This past year i’ve slowed down our videos, focused on story telling, let scenes breathe, yelled less, more personality, longer videos, etc. And our views have skyrocketed!   My fellow YouTubers lets get rid of the ultra fast paced/overstim era of content. It doesn’t even work 💀",MrBeast,201432,1817,8311,9085
47,https://twitter.com/MrBeast/status/1760003663995486492#m,"The reason I’m doing all this investigation is I had tons of Feastables promo planned but I don’t want to send people to stores if shelves are empty. Don’t want to waste people’s time, after 4 days of restocking shelves I’ve concluded I should chill on the promo for a bit to not…",MrBeast,12351,57,736,2040
48,https://twitter.com/MrBeast/status/1760000960418439308#m,If you run a business you’d find this interesting. A store forgot to put out our 35g milk chocolate bar and on the 16th I put the box from the back of store to checkout (where it was supposed to be) and look at our sales the following days at that checkout lane lol,MrBeast,12185,56,824,1940
49,https://twitter.com/MrBeast/status/1759997995083235689#m,Some stores I visit like this target sold out of all the inventory sent (the inventory was supposed to last weeks not a few days lol). Doing my best to get new product to stores like these. Problem is I only have so many bars and idk how to distribute them optimally lol,MrBeast,7387,48,381,1167
50,https://twitter.com/MrBeast/status/1759996664788463977#m,Found another one. Sales were good then they dropped to 0. I helped restock the shelve and now they went back up at this store 🥰,MrBeast,8375,46,446,1115
51,https://twitter.com/MrBeast/status/1759920809231913174#m,I spent 15 hours yesterday visiting Walmarts/Targets and seeing if they had inventory in the back and helping them put it out.   This store was doing 0 sales and when I visited it had 0 product on shelf. I found these in the backroom and had them scan them in/I placed them on the…,MrBeast,10084,140,401,1190
52,https://twitter.com/MrBeast/status/1759424441585385559#m,"I’m seeing this a lot, doing everything I can to restock stores with the new Feastables bar, only so many I can put on a shelf 😅❤️",MrBeast,32403,154,1593,4480
53,https://twitter.com/MrBeast/status/1758976973131673674#m,"This is the biggest announcement of my entire life, let me know what you think",MrBeast,161629,1849,10804,11174
54,https://twitter.com/MrBeast/status/1758642415567819019#m,"I found 100 people ages 1 thru 100 and trapped them in cubes. Then they competed in mental/physical challenges for $500,000 to see which age is the best :D",MrBeast,181895,5078,13395,9695
55,https://twitter.com/MrBeast/status/1756362702090391965#m,If you don’t watch my new YouTube video right now I’ll be very sad,MrBeast,79961,630,4179,12417
56,https://twitter.com/MrBeast/status/1755059255760343191#m,In the last 3 years YouTube has shared over 70 Billion dollars of ad revenue with people who upload on their platform 🤯  This has changed mine and millions of other’s lives. Such a beautiful stat,MrBeast,126339,492,7220,7546
57,https://twitter.com/MrBeast/status/1753564395676774464#m,"We found 100 stranded/abandoned dogs and spent over $1,000,000 to find them loving homes! This is one of my favorite videos so I hope you consider adopting a dog :)",MrBeast,360393,4344,35087,15321
58,https://twitter.com/MrBeast/status/1753400811571359757#m,I should have helped myself in this video 💀,MrBeast,48586,113,1616,1705
59,https://twitter.com/MrBeast/status/1753398128303071673#m,"This might sound crazy, but I thought things far away looking super blurry was normal lol. I got my eyes checked and apparently have a bad stigmatism. Started wearing contacts recently and wow. My eyesight is 3x better and i dont squint/can actually open my eyes normally 😅🥰",MrBeast,115189,533,4731,7223
60,https://twitter.com/MrBeast/status/1751289851587015096#m,We uploaded on YouTube! Watch or I’ll cry,MrBeast,114748,624,7565,13386
61,https://twitter.com/MrBeast/status/1751017452857671778#m,Train Vs Giant Pit!  Curious to see if we can replicate the results we got on our last video!,MrBeast,250386,3967,26344,14834
62,https://twitter.com/MrBeast/status/1750878489874411771#m,"Here are the winners of the $250,000 giveaway! They each will receive $25,000 :D  @CrypticCapri @mcemilkemaloglu @lifestylspicer @xelaquimson1 @SaraC336 @princess_asante @DALIADANCELOVE @omnistuff @lalley_brian@Tsundeme_",MrBeast,243864,11251,18728,47640
63,https://twitter.com/MrBeast/status/1750550510908662176#m,This is now the most reposted post in history 😮,MrBeast,232036,2507,34640,23615
64,https://twitter.com/MrBeast/status/1749500209061663043#m,"I’m gonna give 10 random people that repost this and follow me $25,000 for fun (the $250,000 my X video made)  I’ll pick the winners in 72 hours",MrBeast,2229074,222253,3037405,421883
65,https://twitter.com/MrBeast/status/1749499065979576613#m,"MY FIRST X VIDEO MADE OVER $250,000! 😲  But it’s a bit of a facade. Advertisers saw the attention it was getting and bought ads on my video (I think) and thus my revenue per view is prob higher than what you’d experience",MrBeast,284396,4176,39390,15376
66,https://twitter.com/MrBeast/status/1748422852401942967#m,"How much revenue do you think my post on here with 124,000,000 views made?   Will share screenshot of rev in 3 days",MrBeast,90243,770,9887,9607
67,https://twitter.com/MrBeast/status/1748140509590086055#m,100M views? Dang lol,MrBeast,60843,204,4451,2931
68,https://twitter.com/MrBeast/status/1747044525116108854#m,"$1 Car vs $100,000,000 Car!!!  I’m curious how much ad revenue a video on X would make so I’m reuploading this to test it. Will share ad rev next week ❤️",MrBeast,489667,5434,54694,20392
69,https://twitter.com/MrBeast/status/1746215642204639736#m,"I gave someone $500,000 in cash but the only catch was for 100 hours I’d do everything in my power to destroy the $500,000.. Go Watch :D",MrBeast,132611,709,6858,7041
70,https://twitter.com/shop/status/1742622596758454533#m,"Last call for gift requests! @mrbeast is fulfilling thousands of wishes in the @shop app, don't miss your chance >> go.shop.app/gift",Shop,12049,49,1744,1394
71,https://twitter.com/MrBeast/status/1741881489736769871#m,These were the most subscribed to YouTube channels of 2023 🥰,MrBeast,99604,617,4869,6646
72,https://twitter.com/MrBeast/status/1741147798785917216#m,"I uploaded, go watch or I’ll drop kick you",MrBeast,75482,278,2905,5713
73,https://twitter.com/MrBeast/status/1738605955774857300#m,"We found 100 abandoned dogs and gave them everything they could ever dream of for a week and found them all families, go watch the new video :D",MrBeast,103264,738,5080,6039
74,https://twitter.com/MrBeast/status/1736071578943664481#m,This was the room and they obviously had no phones,MrBeast,31203,136,1616,3237
75,https://twitter.com/MrBeast/status/1736069340544327968#m,"I offered two strangers $500,000 if they lived in a room together for 100 days.. go watch the new video to see how long they lasted :D",MrBeast,87050,666,3554,5993
76,https://twitter.com/MrBeast/status/1733548222906249437#m,"No video today, it has over 12,000 hours of footage and is taking a little longer to edit than I thought haha  Next Saturday guaranteed!",MrBeast,79868,219,2875,4245
77,https://twitter.com/MrBeast/status/1732059751633011076#m,The GTA 6 trailer just broke our record for most views on YouTube in 24 hours 😮,MrBeast,306856,1195,12463,11003
78,https://twitter.com/MrBeast/status/1730995842612355530#m,"I paid him $10,000 everyday he stayed in this grocery store without leaving! Go watch the new video to see how long he lasted haha",MrBeast,121706,659,4836,7219
79,https://twitter.com/MrBeast/status/1728458649545113918#m,"In our new video we compared jobs that pay   $1 $100,000 $200,000 $300,000 $1,000,000 $10,000,000  Go watch to see the difference!",MrBeast,86671,243,3649,6956
80,https://twitter.com/MrBeast/status/1727120642263380102#m,I heard a noise at the door lol,MrBeast,103267,310,4706,6137
81,https://twitter.com/MrBeast/status/1726637231644066033#m,I still can’t believe this many people show up every time I upload.. I LOVE ALL OF YOU 🥺❤️,MrBeast,77246,192,3202,4800
82,https://twitter.com/MrBeast/status/1725922081131434285#m,"I spent a week buried alive because you all really liked when I did it for 50 hours.. It was hard af, go watch!",MrBeast,157868,982,5415,7204
83,https://twitter.com/MrBeast/status/1725219891349729389#m,"With the upcoming sub race with T-Series I just want to make clear I love my fans from India and this has nothing to do with countries, I just want to be #1 most subscribed haha",MrBeast,141726,1264,5713,5833
84,https://twitter.com/MrBeast/status/1721568819309649950#m,I bought a house before Halloween and gave it to a random Trick Or Treater :D,MrBeast,115575,765,6362,7623
85,https://twitter.com/MrBeast/status/1720840900283163032#m,"I already know I’m gonna get canceled because I uploaded a video helping people, and to be 100% clear, I don’t care. I’m always going to use my channel to help people and try to inspire my audience to do the same 😅❤️",MrBeast,336494,2655,17870,14581
86,https://twitter.com/MrBeast/status/1720833473491988592#m,"We built 100 wells in Africa, Go Watch :D",MrBeast,116706,1086,6298,5012
87,https://twitter.com/MrBeast/status/1720597748234231937#m,We’ve spent over 8 months working on tomorrow’s video and it’s the greatest thing I’ve ever done! SO EXCITED FOR YOU ALL TO WATCH IT 🥰,MrBeast,100929,221,3354,3775
88,https://twitter.com/MrBeast/status/1717591871738773928#m,We were digging up dinosaur fossils in the middle of the desert and I accidentally got my fingers caught under a giant bone and messed them up but instead of telling people that I’ve been saying I got in a fight and won because it’s easier to explain,MrBeast,106260,255,3204,4474
89,https://twitter.com/MrBeast/status/1716216114718408761#m,I just got measured at 6’5. Why am I still getting taller in my 20s 😭,MrBeast,142988,1145,3081,5973
90,https://twitter.com/MrBeast/status/1713997169689038848#m,Found these comments on an old video lol,MrBeast,160646,154,3658,3768
91,https://twitter.com/MrBeast/status/1713586730257764713#m,What’s interesting is it’s with a closed mouth thumbnail (thank gosh open mouth was cringe)  I screamed way less in the video lol  We slowed the video down a lot  Showed more of me and the boys being dumb  cut less than I normally do  And it seems like everyone liked the changes.…,MrBeast,38633,204,1084,1796
92,https://twitter.com/MrBeast/status/1713583920082477190#m,New video broke the world record for most views in 24 hours (non music) 😮,MrBeast,117006,565,4088,4567
93,https://twitter.com/MrBeast/status/1713405847089422378#m,"We hit 200,000,000 subscribers! If you traveled back in time and showed this screenshot to me when I was 13, there is 0 shot he’d believe it’s real haha 🥺❤️  This is just the beginning though, I still have decades left in the tank 😈",MrBeast,253369,1710,13009,9547
94,https://twitter.com/MrBeast/status/1713223378574692530#m,"Justin Timberlake, Miranda Cosgrove, Mark Cuban, and our biggest explosions yet are all in the new video! Go watch :D",MrBeast,54139,170,2010,2294
95,https://twitter.com/MrBeast/status/1711099988388855913#m,Seems like everyone liked it,MrBeast,21345,71,692,1398
96,https://twitter.com/MrBeast/status/1711088934518702120#m,"I won $10,000 in a board game tournament 🥰  Now I’m off to bury myself alive for a week lol",MrBeast,119242,308,3114,4008
97,https://twitter.com/MrBeast/status/1710686538802081928#m,New video has much slower pacing and some of our best sets since Squid Games! Go watch :D,MrBeast,71716,211,1809,3338
98,https://twitter.com/MrBeast/status/1709945147767840830#m,When I had a few thousand subscribers I made a video predicting how many subscribers I’d have in 10 years and schedule it to manually go public in 10 years… that video goes live in two years from today 😮,MrBeast,222873,339,6577,3960
99,https://twitter.com/MrBeast/status/1709046466629554577#m,Lots of people are getting this deepfake scam ad of me… are social media platforms ready to handle the rise of AI deepfakes? This is a serious problem,MrBeast,165054,1790,9884,8424
